measured,configuration,performance,std
true,"[BLOCKSIZE, VERBOSE, ENTROPY]",0.829,0.021
true,"[CHECKSUM, BLOCKSIZE, TRANSFORM, VERBOSE]",0.84,0.038
true,"[CHECKSUM, TRANSFORM, LEVEL, ENTROPY]",58.929,0.593
true,"[CHECKSUM, FORCE, TRANSFORM]",0.3,0.007
true,"[FORCE, BLOCKSIZE, TRANSFORM]",0.727,0.005
true,"[CHECKSUM, TRANSFORM, VERBOSE, LEVEL]",58.69,0.37
true,"[FORCE, TRANSFORM, ENTROPY]",0.216,0.007
true,"[BLOCKSIZE, VERBOSE, LEVEL]",60.333,0.516
true,"[TRANSFORM, LEVEL]",58.88,0.613
true,"[BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",58.657,0.606
true,"[CHECKSUM, BLOCKSIZE]",0.804,0.008
true,"[CHECKSUM, TRANSFORM, ENTROPY]",0.297,0.007
true,"[FORCE, BLOCKSIZE, VERBOSE, LEVEL]",59.479,0.482
true,"[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, LEVEL]",58.275,0.282
true,"[FORCE, BLOCKSIZE, TRANSFORM, LEVEL]",58.497,0.545
true,"[CHECKSUM, TRANSFORM, LEVEL]",58.505,0.389
true,"[CHECKSUM, FORCE]",0.318,0.013
true,"[LEVEL, ENTROPY]",58.098,0.094
true,"[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE]",0.775,0.035
true,"[BLOCKSIZE, TRANSFORM]",0.782,0.017
true,"[BLOCKSIZE, LEVEL, ENTROPY]",59.759,0.419
true,"[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM]",0.805,0.005
true,"[FORCE, TRANSFORM, VERBOSE, ENTROPY]",0.249,0.004
true,"[CHECKSUM, BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",58.894,0.027
true,"[CHECKSUM]",0.29,0.005
true,"[CHECKSUM, VERBOSE, ENTROPY]",0.319,0.005
true,"[BLOCKSIZE, LEVEL]",58.083,0.825
true,"[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, ENTROPY]",0.852,0.011
true,"[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, ENTROPY]",0.841,0.025
true,"[CHECKSUM, BLOCKSIZE, LEVEL, ENTROPY]",58.044,0.42
true,"[TRANSFORM, LEVEL, ENTROPY]",57.499,0.443
true,"[BLOCKSIZE, VERBOSE, LEVEL, ENTROPY]",59.132,0.176
true,"[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL]",59.006,0.935
true,"[CHECKSUM, VERBOSE, LEVEL]",58.34,0.236
true,"[FORCE, LEVEL, ENTROPY]",57.497,0.866
true,"[VERBOSE]",0.243,0.002
true,"[FORCE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",58.51,0.34
true,"[BLOCKSIZE, TRANSFORM, LEVEL]",58.301,0.469
true,"[CHECKSUM, FORCE, BLOCKSIZE, LEVEL, ENTROPY]",57.922,0.28
true,"[VERBOSE, LEVEL]",58.07,0.109
true,"[FORCE, VERBOSE]",0.245,0.002
true,"[BLOCKSIZE]",0.749,0.009
true,"[CHECKSUM, FORCE, TRANSFORM, ENTROPY]",0.296,0.002
true,"[TRANSFORM]",0.216,0.01
true,"[CHECKSUM, FORCE, LEVEL]",58.293,0.322
true,"[CHECKSUM, VERBOSE]",0.312,0.003
true,"[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, VERBOSE]",0.927,0.047
true,"[CHECKSUM, FORCE, TRANSFORM, VERBOSE, LEVEL]",57.665,0.485
true,"[CHECKSUM, FORCE, TRANSFORM, VERBOSE]",0.321,0.006
true,"[FORCE, BLOCKSIZE, ENTROPY]",0.741,0.055
true,"[CHECKSUM, BLOCKSIZE, TRANSFORM, LEVEL]",58.732,0.185
true,"[CHECKSUM, TRANSFORM, VERBOSE]",0.324,0.004
true,"[FORCE, LEVEL]",58.005,0.448
true,"[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, LEVEL]",58.837,0.706
true,"[CHECKSUM, BLOCKSIZE, VERBOSE, ENTROPY]",0.904,0.028
true,"[CHECKSUM, VERBOSE, LEVEL, ENTROPY]",57.366,0.248
true,"[FORCE, TRANSFORM, VERBOSE]",0.249,0.005
true,"[LEVEL]",58.142,0.091
true,"[CHECKSUM, FORCE, LEVEL, ENTROPY]",58.238,0.24
true,"[BLOCKSIZE, TRANSFORM, ENTROPY]",0.734,0.016
true,"[FORCE, TRANSFORM, VERBOSE, LEVEL]",57.804,0.356
true,"[TRANSFORM, VERBOSE]",0.256,0.005
true,"[CHECKSUM, LEVEL]",57.8,0.415
true,"[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE]",0.836,0.006
true,"[FORCE]",0.247,0.014
true,"[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, LEVEL, ENTROPY]",59.915,0.597
true,"[TRANSFORM, VERBOSE, ENTROPY]",0.25,0.004
true,"[BLOCKSIZE, TRANSFORM, VERBOSE]",0.77,0.036
true,"[FORCE, TRANSFORM, LEVEL, ENTROPY]",57.594,0.198
true,"[CHECKSUM, LEVEL, ENTROPY]",58.341,0.234
true,"[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",57.333,0.817
true,"[TRANSFORM, VERBOSE, LEVEL, ENTROPY]",58.822,0.377
true,"[FORCE, ENTROPY]",0.234,0.01
true,"[CHECKSUM, BLOCKSIZE, TRANSFORM, ENTROPY]",0.814,0.006
true,"[CHECKSUM, BLOCKSIZE, LEVEL]",58.114,0.483
true,"[BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",58.604,0.452
true,"[FORCE, BLOCKSIZE, LEVEL, ENTROPY]",58.37,0.332
true,"[FORCE, BLOCKSIZE, VERBOSE]",0.868,0.05
true,"[VERBOSE, ENTROPY]",0.247,0.006
true,"[CHECKSUM, TRANSFORM]",0.281,0.008
true,"[FORCE, TRANSFORM, LEVEL]",58.747,0.661
true,"[CHECKSUM, ENTROPY]",0.286,0.003
true,"[CHECKSUM, FORCE, ENTROPY]",0.28,0.006
true,"[BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL]",58.192,0.124
true,"[VERBOSE, LEVEL, ENTROPY]",58.225,0.524
true,"[CHECKSUM, FORCE, VERBOSE, ENTROPY]",0.32,0.004
true,"[CHECKSUM, FORCE, TRANSFORM, LEVEL]",58.152,0.37
true,"[CHECKSUM, BLOCKSIZE, TRANSFORM]",0.788,0.033
true,"[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",58.435,0.491
true,"[FORCE, TRANSFORM]",0.223,0.004
true,"[CHECKSUM, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",57.88,0.827
true,"[FORCE, VERBOSE, LEVEL, ENTROPY]",59.167,0.358
true,"[FORCE, BLOCKSIZE, TRANSFORM, ENTROPY]",0.744,0.054
true,"[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, ENTROPY]",0.84,0.035
