measured,configuration,splat,splat_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",286.417,0,291.413,3.65,285.605,297.222,true,4.996,0.017,24.96
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.123,0.389,16.504,17.742,false,0.659,0.038,0.434
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.523,0,1.535,0.005,1.527,1.543,false,0.012,0.008,0
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",17.782,0,17.281,0.543,16.416,18.145,true,0.501,0.029,0.251
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.112,0.293,16.646,17.577,false,0.67,0.039,0.449
"false","[MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.586,0.39,16.966,18.206,true,0.196,0.011,0.038
"true","[CHECK, REVERSE, GENERALNUMRICSORT]",1.536,0,1.539,0.007,1.527,1.551,true,0.003,0.002,0
"true","[IGNORELEADINGBLANKS, IGNORECASE]",41.577,0,40.806,0.664,39.749,41.864,true,0.771,0.019,0.594
"false","[MONTHSORT, HUMANNUMERICSORT]",65.361,0,75.171,14.127,52.692,97.65,true,9.81,0.131,96.236
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,16.964,0.332,16.436,17.491,false,0.818,0.048,0.669
"false","[MONTHSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE]",30.56,0,32.018,4.437,24.957,39.079,true,1.458,0.046,2.126
"false","[UNIQUE, CHECK, IGNORECASE]",1.574,0,1.569,0.006,1.56,1.578,true,0.005,0.003,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT]",17.782,0,17.196,0.404,16.553,17.839,true,0.586,0.034,0.343
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",17.782,0,17.57,0.12,17.379,17.761,false,0.212,0.012,0.045
"false","[MONTHSORT, VERSIONSORT, UNIQUE, CHECK, REVERSE]",1.566,0,1.572,0.004,1.565,1.579,true,0.006,0.004,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.547,0,1.534,0.006,1.524,1.543,false,0.013,0.008,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",17.782,0,17.057,0.265,16.636,17.479,false,0.725,0.043,0.526
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",1.547,0,1.531,0.01,1.514,1.547,true,0.016,0.01,0
"false","[VERSIONSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",126.628,0,126.386,0.83,125.066,127.706,true,0.242,0.002,0.059
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.543,0,1.537,0.01,1.522,1.552,true,0.006,0.004,0
"false","[IGNORELEADINGBLANKS, CHECK, REVERSE, GENERALNUMRICSORT]",1.536,0,1.538,0.004,1.531,1.545,true,0.002,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.536,0,1.537,0.007,1.526,1.547,true,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",103.564,0,102.892,1.01,101.284,104.499,true,0.672,0.007,0.452
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.543,0,1.539,0.006,1.53,1.548,true,0.004,0.003,0
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",4.82,0,4.96,0.204,4.635,5.285,true,0.14,0.028,0.02
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, REVERSE]",22.334,0,22.037,0.78,20.796,23.278,true,0.297,0.013,0.088
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",4.82,0,4.881,0.19,4.579,5.183,true,0.061,0.012,0.004
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",13.634,0,13.32,0.312,12.824,13.815,true,0.314,0.024,0.099
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, NUMBERICSORT, GENERALNUMRICSORT]",13.634,0,13.183,0.092,13.036,13.33,false,0.451,0.034,0.203
"false","[MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",29.845,0,29.443,1.084,27.718,31.168,true,0.402,0.014,0.162
"false","[VERSIONSORT, CHECK, GENERALNUMRICSORT]",1.523,0,1.54,0.008,1.527,1.552,false,0.017,0.011,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, DICTIONARYORDER]",40.27,0,41.673,1.011,40.064,43.282,true,1.403,0.034,1.968
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, IGNORECASE]",3.601,0,3.482,0.075,3.363,3.602,true,0.119,0.034,0.014
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",13.634,0,13.387,0.149,13.15,13.624,false,0.247,0.018,0.061
"false","[IGNORELEADINGBLANKS, UNIQUE, CHECK, GENERALNUMRICSORT]",1.523,0,1.541,0.013,1.519,1.562,true,0.018,0.012,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, GENERALNUMRICSORT]",126.628,0,126.817,1.294,124.757,128.877,true,0.189,0.001,0.036
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, CHECK]",139.541,0,139.148,1.186,137.262,141.035,true,0.393,0.003,0.154
"false","[NUMBERICSORT, CHECK, GENERALNUMRICSORT]",1.543,0,1.537,0.007,1.526,1.547,true,0.006,0.004,0
"false","[MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",104.451,0,103.906,2.358,100.155,107.658,true,0.545,0.005,0.297
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT]",29.845,0,30.201,0.232,29.832,30.57,true,0.356,0.012,0.127
"false","[MONTHSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",17.782,0,17.422,0.283,16.972,17.872,true,0.36,0.021,0.13
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, GENERALNUMRICSORT]",3.601,0,3.617,0.216,3.273,3.961,true,0.016,0.004,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, GENERALNUMRICSORT]",286.417,0,285.966,2.905,281.344,290.589,true,0.451,0.002,0.203
"false","[MERGE, UNIQUE]",139.541,0,142.295,8.577,128.648,155.943,true,2.754,0.019,7.585
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",17.782,0,17.526,0.377,16.926,18.127,true,0.256,0.015,0.066
"false","[VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, IGNORECASE]",151.915,0,142.576,7.007,131.426,153.725,true,9.339,0.066,87.217
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",17.782,0,17.358,0.522,16.528,18.188,true,0.424,0.024,0.18
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, IGNORECASE]",13.634,0,13.415,0.311,12.92,13.91,true,0.219,0.016,0.048
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",1.547,0,1.536,0.005,1.528,1.544,false,0.011,0.007,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.523,0,1.533,0.005,1.525,1.541,false,0.01,0.007,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, UNIQUE, REVERSE, IGNORECASE]",22.369,0,21.828,0.475,21.072,22.584,true,0.541,0.025,0.293
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK]",116.881,0,114.549,2.436,110.674,118.425,true,2.332,0.02,5.438
"false","[MONTHSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.536,0,1.532,0.008,1.519,1.544,true,0.004,0.003,0
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",13.634,0,13.453,0.116,13.268,13.638,true,0.181,0.013,0.033
"false","[MONTHSORT, HUMANNUMERICSORT, IGNORECASE]",64.376,0,71.792,12.839,51.363,92.221,true,7.416,0.103,54.997
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",27.804,0,30.081,0.142,29.855,30.308,false,2.277,0.076,5.185
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",13.634,0,13.419,0.337,12.883,13.955,true,0.215,0.016,0.046
"false","[IGNORELEADINGBLANKS, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",131.073,0,129.3,2.121,125.926,132.674,true,1.773,0.014,3.144
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.25,0.435,16.558,17.943,true,0.532,0.031,0.283
"true","[IGNORELEADINGBLANKS, CHECK, REVERSE]",1.554,0,1.565,0.012,1.547,1.584,true,0.011,0.007,0
"false","[MONTHSORT, HUMANNUMERICSORT, DICTIONARYORDER, REVERSE]",56.123,0,67.989,7.097,56.696,79.282,false,11.866,0.175,140.802
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.451,0,103.926,1.758,101.129,106.724,true,0.525,0.005,0.276
"false","[HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",30.56,0,32.139,1.849,29.196,35.081,true,1.579,0.049,2.493
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",13.634,0,13.43,0.128,13.226,13.634,true,0.204,0.015,0.042
"false","[MONTHSORT, VERSIONSORT, MERGE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.451,0,104.235,0.789,102.98,105.491,true,0.216,0.002,0.047
"false","[NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",4.82,0,5.008,0.182,4.718,5.297,true,0.188,0.038,0.035
"true","[NUMBERICSORT, CHECK]",1.543,0,1.539,0.003,1.534,1.544,true,0.004,0.003,0
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",286.417,0,289.813,3.317,284.535,295.091,true,3.396,0.012,11.533
"false","[MONTHSORT, UNIQUE, DICTIONARYORDER]",82.121,0,84.634,9.632,69.307,99.96,true,2.513,0.03,6.315
"false","[MONTHSORT, DICTIONARYORDER, IGNORECASE]",64.376,0,62.214,15.28,37.899,86.528,true,2.162,0.035,4.674
"false","[MONTHSORT, MERGE, REVERSE, GENERALNUMRICSORT]",104.451,0,103.777,1.779,100.947,106.607,true,0.674,0.006,0.454
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",104.451,0,102.698,1.917,99.647,105.749,true,1.753,0.017,3.073
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",17.782,0,17.367,0.247,16.974,17.761,false,0.415,0.024,0.172
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.451,0,103.999,1.652,101.37,106.628,true,0.452,0.004,0.204
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",1.536,0,1.534,0.009,1.52,1.549,true,0.002,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",102.409,0,102.287,1.097,100.542,104.032,true,0.122,0.001,0.015
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",3.601,0,3.487,0.078,3.362,3.612,true,0.114,0.033,0.013
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.603,0.139,17.382,17.823,true,0.179,0.01,0.032
"true","[MERGE, REVERSE]",30.56,0,33.842,4.305,26.992,40.692,true,3.282,0.097,10.772
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.363,0.334,16.831,17.895,true,0.419,0.024,0.176
"false","[NUMBERICSORT, REVERSE, IGNORECASE]",4.82,0,4.867,0.052,4.784,4.95,true,0.047,0.01,0.002
"false","[IGNORELEADINGBLANKS, VERSIONSORT, NUMBERICSORT, UNIQUE]",29.845,0,30.25,0.226,29.891,30.61,false,0.405,0.013,0.164
"false","[HUMANNUMERICSORT, DICTIONARYORDER, CHECK]",1.561,0,1.571,0.005,1.563,1.579,false,0.01,0.006,0
"false","[MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",17.782,0,17.248,0.379,16.645,17.851,true,0.534,0.031,0.285
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.451,0,103.951,2.917,99.309,108.593,true,0.5,0.005,0.25
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.428,0.255,17.022,17.833,true,0.354,0.02,0.125
"false","[MONTHSORT, HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.536,0,1.532,0.004,1.526,1.538,true,0.004,0.003,0
"false","[VERSIONSORT, CHECK]",1.561,0,1.562,0.01,1.546,1.578,true,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",17.782,0,17.081,0.224,16.725,17.437,false,0.701,0.041,0.491
"false","[NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",27.804,0,29.701,1.071,27.996,31.406,false,1.897,0.064,3.599
"false","[MONTHSORT, VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",30.56,0,33.926,3.191,28.849,39.004,true,3.366,0.099,11.33
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",17.782,0,17.093,0.301,16.614,17.573,false,0.689,0.04,0.475
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",17.782,0,17.01,0.407,16.363,17.657,false,0.772,0.045,0.596
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, CHECK]",1.543,0,1.537,0.004,1.531,1.543,true,0.006,0.004,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT, IGNORECASE]",29.845,0,29.903,0.15,29.666,30.141,true,0.058,0.002,0.003
"true","[UNIQUE, GENERALNUMRICSORT]",126.628,0,126.994,0.606,126.031,127.958,true,0.366,0.003,0.134
"false","[MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.332,0.248,16.938,17.726,false,0.45,0.026,0.202
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",1.547,0,1.541,0.005,1.533,1.55,true,0.006,0.004,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",113.733,0,112.389,1.034,110.743,114.034,true,1.344,0.012,1.806
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT]",40.27,0,43.305,0.831,41.983,44.628,false,3.035,0.07,9.211
"false","[VERSIONSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT]",104.451,0,104.011,1.273,101.985,106.037,true,0.44,0.004,0.194
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK]",13.634,0,13.345,0.167,13.08,13.61,false,0.289,0.022,0.084
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.296,0.089,17.154,17.437,false,0.486,0.028,0.236
"false","[IGNORELEADINGBLANKS, DICTIONARYORDER]",40.27,0,41.755,1.487,39.389,44.12,true,1.485,0.036,2.205
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, IGNORECASE]",50.424,0,50.13,0.581,49.206,51.055,true,0.294,0.006,0.086
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.451,0,103.968,2.243,100.399,107.537,true,0.483,0.005,0.233
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",104.451,0,103.74,2.228,100.194,107.285,true,0.711,0.007,0.506
"false","[MERGE, NUMBERICSORT, CHECK]",13.634,0,13.285,0.114,13.104,13.466,false,0.349,0.026,0.122
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE]",17.782,0,16.846,0.282,16.398,17.294,false,0.936,0.056,0.876
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, REVERSE]",17.782,0,17.627,0.256,17.219,18.035,true,0.155,0.009,0.024
"false","[MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT]",286.417,0,285.092,2.137,281.692,288.492,true,1.325,0.005,1.756
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.172,0.246,16.781,17.563,false,0.61,0.036,0.372
"false","[MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, CHECK]",1.543,0,1.536,0.009,1.522,1.55,true,0.007,0.005,0
"false","[DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.523,0,1.53,0.01,1.514,1.546,true,0.007,0.005,0
"true","[REVERSE]",56.123,0,56.647,2.984,51.898,61.395,true,0.524,0.009,0.275
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, CHECK, IGNORECASE]",1.543,0,1.53,0.008,1.517,1.544,true,0.013,0.008,0
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, REVERSE]",22.334,0,21.507,0.407,20.859,22.156,false,0.827,0.038,0.684
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",286.417,0,286.878,4.08,280.385,293.37,true,0.461,0.002,0.213
"false","[HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.536,0,1.541,0.003,1.536,1.545,true,0.005,0.003,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",13.634,0,13.428,0.113,13.249,13.608,false,0.206,0.015,0.042
"false","[VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",27.804,0,29.777,1.268,27.76,31.794,true,1.973,0.066,3.893
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, CHECK, REVERSE]",1.547,0,1.538,0.004,1.532,1.545,false,0.009,0.006,0
"false","[HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",1.574,0,1.569,0.007,1.559,1.58,true,0.005,0.003,0
"false","[HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",17.782,0,17.228,0.335,16.696,17.761,false,0.554,0.032,0.307
"false","[MONTHSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",286.417,0,290.255,4.328,283.368,297.141,true,3.838,0.013,14.73
"false","[NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT]",1.547,0,1.533,0.006,1.523,1.543,false,0.014,0.009,0
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",1.547,0,1.54,0.003,1.535,1.546,false,0.007,0.005,0
"false","[HUMANNUMERICSORT, MERGE, CHECK, GENERALNUMRICSORT]",286.417,0,286.993,2.173,283.535,290.45,true,0.576,0.002,0.332
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, GENERALNUMRICSORT]",3.601,0,3.484,0.057,3.393,3.576,false,0.117,0.034,0.014
"true","[UNIQUE]",82.121,0,97.581,18.167,68.673,126.488,true,15.46,0.158,239.012
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",13.634,0,13.479,0.089,13.337,13.622,false,0.155,0.011,0.024
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT]",13.634,0,13.292,0.069,13.182,13.402,false,0.342,0.026,0.117
"false","[VERSIONSORT, MERGE, REVERSE, IGNORECASE]",25.664,0,31.181,6.579,20.712,41.65,true,5.517,0.177,30.437
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT]",1.523,0,1.537,0.004,1.531,1.543,false,0.014,0.009,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.543,0,1.537,0.005,1.528,1.546,true,0.006,0.004,0
"false","[IGNORELEADINGBLANKS, DICTIONARYORDER, GENERALNUMRICSORT]",102.409,0,101.768,1.314,99.677,103.858,true,0.641,0.006,0.411
"false","[DICTIONARYORDER, CHECK]",1.561,0,1.568,0.008,1.555,1.581,true,0.007,0.004,0
"false","[MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",13.634,0,13.34,0.41,12.687,13.992,true,0.294,0.022,0.086
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER]",29.845,0,30.138,0.334,29.606,30.67,true,0.293,0.01,0.086
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",286.417,0,290.534,2.952,285.837,295.231,true,4.117,0.014,16.95
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, CHECK, IGNORECASE]",1.574,0,1.568,0.008,1.556,1.58,true,0.006,0.004,0
"false","[MERGE, NUMBERICSORT, CHECK, GENERALNUMRICSORT]",13.634,0,13.506,0.299,13.03,13.981,true,0.128,0.009,0.016
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, IGNORECASE]",27.804,0,30.029,0.11,29.853,30.205,false,2.225,0.074,4.951
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.782,0,17.385,0.325,16.868,17.901,true,0.397,0.023,0.158
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",286.417,0,291.9,3.087,286.988,296.813,false,5.483,0.019,30.063
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, IGNORECASE]",113.733,0,112.64,0.51,111.829,113.451,false,1.093,0.01,1.195
"false","[MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",17.782,0,17.254,0.524,16.42,18.088,true,0.528,0.031,0.279
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT]",3.601,0,3.488,0.132,3.277,3.699,true,0.113,0.032,0.013
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.451,0,102.08,0.766,100.861,103.299,false,2.371,0.023,5.622
